uuid_inventario,occurrence_type,target_name,next_state_prediction
INV-002893,Monitoração de Terraplenos e Estruturas de Contenção,Target_2893,improving
INV-002894,Monitoração de Terraplenos e Estruturas de Contenção,Target_2894,improving
INV-002895,Monitoração de Sinalização Horizontal - Zebrados,Target_2895,improving
INV-002896,Monitoração de Sinalização Horizontal - Zebrados,Target_2896,critical
INV-002897,Monitoração de OAE,Target_2897,stable
INV-002898,Monitoração de Sinalização Vertical,Target_2898,critical
INV-002899,Monitoração de Drenagem Profunda,Target_2899,stable
INV-002900,Monitoração de Sinalização Horizontal - Zebrados,Target_2900,critical
INV-002901,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_2901,critical
INV-002902,Monitoração de OAE,Target_2902,stable
INV-002903,Monitoração de Sinalização Horizontal - Zebrados,Target_2903,degrading
INV-002904,Monitoração de Sinalização Vertical,Target_2904,improving
INV-002905,Monitoração de Sinalização Vertical,Target_2905,degrading
INV-002906,Monitoração de Sinalização Horizontal - Zebrados,Target_2906,improving
INV-002907,Monitoração de Terraplenos e Estruturas de Contenção,Target_2907,stable
INV-002908,Monitoração de Terraplenos e Estruturas de Contenção,Target_2908,stable
INV-002909,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_2909,degrading
INV-002910,Monitoração de OAE,Target_2910,critical
INV-002911,Monitoração de Terraplenos e Estruturas de Contenção,Target_2911,critical
INV-002912,Monitoração de Sinalização Vertical,Target_2912,stable
INV-002913,Monitoração de OAE,Target_2913,degrading
INV-002914,Monitoração de Drenagem Profunda,Target_2914,critical
INV-002915,Monitoração de Sinalização Horizontal - Zebrados,Target_2915,critical
INV-002916,Monitoração de Sinalização Vertical,Target_2916,critical
INV-002917,Monitoração de Drenagem Profunda,Target_2917,critical
INV-002918,Monitoração de OAE,Target_2918,improving
INV-002919,Monitoração de Drenagem Profunda,Target_2919,degrading
INV-002920,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_2920,degrading
INV-002921,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_2921,stable
INV-002922,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_2922,degrading
INV-002923,Monitoração de OAE,Target_2923,degrading
INV-002924,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_2924,stable
INV-002925,Monitoração de Sinalização Vertical,Target_2925,critical
INV-002926,Monitoração de OAE,Target_2926,improving
INV-002927,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_2927,improving
INV-002928,Monitoração de Sinalização Horizontal - Zebrados,Target_2928,degrading
INV-002929,Monitoração de Terraplenos e Estruturas de Contenção,Target_2929,improving
INV-002930,Monitoração de Sinalização Horizontal - Zebrados,Target_2930,
INV-002931,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_2931,stable
INV-002932,Monitoração de Terraplenos e Estruturas de Contenção,Target_2932,degrading
INV-002933,Monitoração de Terraplenos e Estruturas de Contenção,Target_2933,degrading
INV-002934,Monitoração de Sinalização Vertical,Target_2934,stable
INV-002935,Monitoração de Sinalização Vertical,Target_2935,degrading
INV-002936,Monitoração de Drenagem Profunda,Target_2936,improving
INV-002937,Monitoração de Sinalização Vertical,Target_2937,stable
INV-002938,Monitoração de OAE,Target_2938,degrading
INV-002939,Monitoração de Sinalização Horizontal - Zebrados,Target_2939,improving
INV-002940,Monitoração de OAE,Target_2940,degrading
INV-002941,Monitoração de Sinalização Horizontal - Zebrados,Target_2941,improving
INV-002942,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_2942,stable
INV-002943,Monitoração de Sinalização Vertical,Target_2943,degrading
INV-002944,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_2944,degrading
INV-002945,Monitoração de Sinalização Horizontal - Zebrados,Target_2945,stable
INV-002946,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_2946,stable
INV-002947,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_2947,improving
INV-002948,Monitoração de OAE,Target_2948,improving
INV-002949,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_2949,improving
INV-002950,Monitoração de Sinalização Horizontal - Zebrados,Target_2950,stable
INV-002951,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_2951,improving
INV-002952,Monitoração de Sinalização Horizontal - Zebrados,Target_2952,degrading
INV-002953,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_2953,critical
INV-002954,Monitoração de Sinalização Vertical,Target_2954,improving
INV-002955,Monitoração de Terraplenos e Estruturas de Contenção,Target_2955,improving
INV-002956,Monitoração de Terraplenos e Estruturas de Contenção,Target_2956,stable
INV-002957,Monitoração de Sinalização Vertical,Target_2957,stable
INV-002958,Monitoração de Sinalização Vertical,Target_2958,improving
INV-002959,Monitoração de Sinalização Vertical,Target_2959,degrading
INV-002960,,Target_2960,improving
INV-002961,Monitoração de Sinalização Vertical,Target_2961,degrading
INV-002962,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_2962,improving
INV-002963,Monitoração de Sinalização Horizontal - Zebrados,Target_2963,stable
INV-002964,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_2964,stable
INV-002965,Monitoração de OAE,Target_2965,critical
INV-002966,Monitoração de OAE,Target_2966,improving
INV-002967,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_2967,degrading
INV-002968,Monitoração de Sinalização Horizontal - Zebrados,Target_2968,critical
INV-002969,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_2969,degrading
INV-002970,Monitoração de OAE,Target_2970,improving
INV-002971,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_2971,improving
INV-002972,Monitoração de Terraplenos e Estruturas de Contenção,Target_2972,degrading
INV-002973,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_2973,critical
INV-002974,Monitoração de Sinalização Vertical,Target_2974,degrading
INV-002975,Monitoração de OAE,Target_2975,critical
INV-002976,Monitoração de Sinalização Vertical,Target_2976,degrading
INV-002977,Monitoração de Sinalização Vertical,Target_2977,critical
INV-002978,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_2978,improving
INV-002979,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_2979,degrading
INV-002980,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_2980,critical
INV-002981,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_2981,stable
INV-002982,Monitoração de Sinalização Horizontal - Zebrados,Target_2982,critical
INV-002983,Monitoração de Terraplenos e Estruturas de Contenção,Target_2983,degrading
INV-002984,Monitoração de Sinalização Vertical,Target_2984,critical
INV-002985,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_2985,degrading
INV-002986,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_2986,degrading
INV-002987,Monitoração de Drenagem Profunda,Target_2987,degrading
INV-002988,Monitoração de Sinalização Horizontal - Zebrados,Target_2988,critical
INV-002989,Monitoração de Sinalização Vertical,Target_2989,degrading
INV-002990,Monitoração de Sinalização Horizontal - Zebrados,Target_2990,improving
INV-002991,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_2991,stable
INV-002992,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_2992,improving
INV-002993,Monitoração de Terraplenos e Estruturas de Contenção,Target_2993,degrading
INV-002994,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_2994,degrading
INV-002995,Monitoração de Terraplenos e Estruturas de Contenção,Target_2995,critical
INV-002996,Monitoração de Terraplenos e Estruturas de Contenção,Target_2996,degrading
INV-002997,Monitoração de OAE,Target_2997,stable
INV-002998,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_2998,degrading
INV-002999,Monitoração de Drenagem Profunda,Target_2999,stable
INV-003000,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_3000,critical
INV-003001,Monitoração de Sinalização Vertical,Target_3001,degrading
INV-003002,Monitoração de Drenagem Profunda,Target_3002,critical
INV-003003,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_3003,critical
INV-003004,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_3004,stable
INV-003005,Monitoração de Sinalização Vertical,Target_3005,degrading
INV-003006,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_3006,stable
INV-003007,Monitoração de Sinalização Vertical,Target_3007,stable
INV-003008,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_3008,critical
INV-003009,Monitoração de OAE,Target_3009,critical
INV-003010,Monitoração de OAE,Target_3010,stable
INV-003011,Monitoração de Terraplenos e Estruturas de Contenção,Target_3011,stable
INV-003012,Monitoração de Sinalização Horizontal - Zebrados,Target_3012,stable
INV-003013,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_3013,stable
INV-003014,Monitoração de Sinalização Horizontal - Zebrados,Target_3014,degrading
INV-003015,Monitoração de Sinalização Vertical,Target_3015,degrading
INV-003016,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_3016,stable
INV-003017,Monitoração de OAE,Target_3017,improving
INV-003018,Monitoração de Drenagem Profunda,Target_3018,degrading
INV-003019,Monitoração de Sinalização Horizontal - Zebrados,Target_3019,stable
INV-003020,Monitoração de Sinalização Vertical,Target_3020,stable
INV-003021,Monitoração de Sinalização Horizontal - Zebrados,Target_3021,stable
INV-003022,Monitoração de OAE,Target_3022,improving
INV-003023,Monitoração de OAE,Target_3023,stable
INV-003024,Monitoração de Drenagem Profunda,Target_3024,degrading
INV-003025,Monitoração de Sinalização Vertical,Target_3025,degrading
INV-003026,Monitoração de Sinalização Horizontal - Zebrados,Target_3026,critical
INV-003027,Monitoração de OAE,Target_3027,critical
INV-003028,Monitoração de Sinalização Vertical,Target_3028,degrading
INV-003029,Monitoração de OAE,Target_3029,improving
INV-003030,Monitoração de Drenagem Profunda,Target_3030,improving
INV-003031,Monitoração de Drenagem Profunda,Target_3031,critical
INV-003032,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_3032,degrading
INV-003033,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_3033,degrading
INV-003034,Monitoração de Sinalização Vertical,Target_3034,stable
INV-003035,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_3035,improving
INV-003036,Monitoração de Drenagem Profunda,Target_3036,stable
INV-003037,Monitoração de Sinalização Vertical,Target_3037,stable
INV-003038,Monitoração de Terraplenos e Estruturas de Contenção,Target_3038,stable
INV-003039,Monitoração de OAE,Target_3039,stable
INV-003040,Monitoração de Drenagem Profunda,Target_3040,improving
INV-003041,Monitoração de Sinalização Horizontal - Zebrados,Target_3041,stable
INV-003042,Monitoração de OAE,Target_3042,critical
INV-003043,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_3043,degrading
INV-003044,Monitoração de Sinalização Vertical,Target_3044,stable
INV-003045,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_3045,degrading
INV-003046,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_3046,stable
INV-003047,Monitoração de Sinalização Vertical,Target_3047,degrading
INV-003048,Monitoração de OAE,Target_3048,critical
INV-003049,Monitoração de Terraplenos e Estruturas de Contenção,Target_3049,critical
INV-003050,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_3050,degrading
INV-003051,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_3051,improving
INV-003052,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_3052,improving
INV-003053,Monitoração de Sinalização Vertical,Target_3053,degrading
INV-003054,Monitoração de Drenagem Profunda,Target_3054,critical
INV-003055,Monitoração de Terraplenos e Estruturas de Contenção,Target_3055,stable
INV-003056,Monitoração de Drenagem Profunda,Target_3056,critical
INV-003057,Monitoração de Sinalização Vertical,Target_3057,degrading
INV-003058,Monitoração de Sinalização Horizontal - Zebrados,Target_3058,stable
INV-003059,Monitoração de OAE,Target_3059,degrading
INV-003060,Monitoração de Sinalização Horizontal - Zebrados,Target_3060,stable
INV-003061,Monitoração de Sinalização Vertical,Target_3061,improving
INV-003062,Monitoração de Sinalização Vertical,Target_3062,improving
INV-003063,Monitoração de Terraplenos e Estruturas de Contenção,Target_3063,stable
INV-003064,Monitoração de Drenagem Profunda,Target_3064,improving
INV-003065,Monitoração de OAE,Target_3065,stable
INV-003066,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_3066,improving
INV-003067,Monitoração de Terraplenos e Estruturas de Contenção,Target_3067,stable
INV-003068,Monitoração de OAE,Target_3068,stable
INV-003069,Monitoração de Drenagem Profunda,Target_3069,degrading
INV-003070,Monitoração de Terraplenos e Estruturas de Contenção,Target_3070,degrading
INV-003071,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_3071,critical
INV-003072,Monitoração de Terraplenos e Estruturas de Contenção,Target_3072,improving
